user_id,signup_date,channel,device,plan,email_verified,first_feature_used,paid_conversion,profile_completed,signup,team_invited,furthest_stage,furthest_stage_order,converted,hours_to_verify,hours_to_profile,hours_to_activate,hours_to_team,hours_to_paid,hours_to_convert
U01223,2024-12-16,referral,mobile,freemium,2024-12-16 00:06:00.000000,2024-12-18 07:58:36.437964,2024-12-26 06:50:51.284838,2024-12-16 00:12:00.000000,2024-12-16,2024-12-18 08:04:36.437964,paid_conversion,5,1,0.1,0.1,55.776788323333335,0.1,190.77079079833334,246.84757912166666
U01224,2024-08-26,organic,mobile,freemium,,,,,2024-08-26,,signup,0,0,,,,,,
U01225,2024-06-01,referral,desktop,freemium,2024-06-01 00:06:00.000000,,,,2024-06-01,,email_verified,1,0,0.1,,,,,
U01226,2024-12-19,paid_search,tablet,freemium,2024-12-19 02:19:52.898556,,,2024-12-19 17:36:57.708140,2024-12-19,,profile_completed,2,0,2.3313607100000002,15.28466932888889,,,,
U01227,2024-02-09,referral,tablet,free_trial,2024-02-09 02:53:09.514828,2024-02-09 03:05:09.514828,,2024-02-09 02:59:09.514828,2024-02-09,2024-02-09 03:11:09.514828,team_invited,4,0,2.885976341111111,0.1,0.1,0.1,,
U01228,2024-12-25,organic,desktop,freemium,2024-12-25 01:57:11.929645,,,,2024-12-25,,email_verified,1,0,1.9533137902777777,,,,,
U01229,2024-02-26,paid_search,desktop,free_trial,2024-02-26 00:06:00.000000,2024-02-28 06:21:07.391108,,2024-02-26 00:12:00.000000,2024-02-26,,first_feature_used,3,0,0.1,0.1,54.15205308555556,,,
U01230,2024-04-15,paid_search,desktop,freemium,2024-04-15 01:06:00.503148,,,2024-04-15 01:12:00.503148,2024-04-15,,profile_completed,2,0,1.1001397633333332,0.1,,,,
U01231,2024-10-26,referral,desktop,freemium,2024-10-26 00:06:00.000000,2024-10-28 11:38:51.623311,,2024-10-26 00:12:00.000000,2024-10-26,,first_feature_used,3,0,0.1,0.1,59.44767314194444,,,
U01232,2024-09-24,referral,desktop,free_trial,2024-09-24 01:04:42.896174,2024-09-29 19:10:45.907694,,2024-09-25 08:48:30.873730,2024-09-24,2024-10-02 03:59:25.249344,team_invited,4,0,1.0785822705555554,31.729993765555555,106.37084276777777,56.81092823611111,,
U01233,2024-12-20,paid_search,desktop,free_trial,2024-12-20 00:06:00.000000,2024-12-21 00:23:35.464289,2024-12-21 05:55:30.505052,2024-12-20 12:14:15.953009,2024-12-20,2024-12-21 05:49:30.505052,paid_conversion,5,1,0.1,12.13776472472222,12.155419799999999,5.4319557675,0.1,29.92514029222222
U01234,2024-09-30,paid_search,desktop,freemium,,,,,2024-09-30,,signup,0,0,,,,,,
U01235,2024-08-20,organic,mobile,freemium,,,,,2024-08-20,,signup,0,0,,,,,,
U01236,2024-05-06,referral,desktop,freemium,2024-05-06 00:06:00.000000,2024-05-06 00:18:00.000000,2024-05-20 02:27:41.843843,2024-05-06 00:12:00.000000,2024-05-06,2024-05-11 09:49:26.741028,paid_conversion,5,1,0.1,0.1,0.1,129.52409473,208.63752855972223,338.46162328972224
U01237,2024-01-02,organic,desktop,free_trial,2024-01-02 00:07:36.379876,,,2024-01-02 13:44:40.751808,2024-01-02,,profile_completed,2,0,0.1267721877777778,13.617881092222223,,,,
U01238,2024-02-15,paid_search,desktop,free_trial,2024-02-15 02:05:52.231610,,,,2024-02-15,,email_verified,1,0,2.097842113888889,,,,,
U01239,2024-04-18,paid_search,mobile,freemium,2024-04-18 00:54:07.933531,,,,2024-04-18,,email_verified,1,0,0.9022037586111111,,,,,
U01240,2024-01-15,organic,mobile,freemium,,,,,2024-01-15,,signup,0,0,,,,,,
U01241,2024-07-04,organic,desktop,free_trial,2024-07-04 00:06:00.000000,2024-07-04 12:50:32.031945,,2024-07-04 00:12:00.000000,2024-07-04,,first_feature_used,3,0,0.1,0.1,12.642231095833335,,,
U01242,2024-10-10,organic,mobile,freemium,2024-10-10 00:34:10.901910,,,,2024-10-10,,email_verified,1,0,0.569694975,,,,,
U01243,2024-12-17,referral,desktop,freemium,2024-12-17 01:29:49.784987,,,,2024-12-17,,email_verified,1,0,1.497162496388889,,,,,
U01244,2024-06-27,paid_search,mobile,freemium,2024-06-27 00:06:00.000000,,,2024-06-27 00:12:00.000000,2024-06-27,,profile_completed,2,0,0.1,0.1,,,,
U01245,2024-11-15,organic,desktop,freemium,2024-11-15 01:48:51.427011,,,,2024-11-15,,email_verified,1,0,1.8142852808333332,,,,,
U01246,2024-12-25,paid_search,desktop,freemium,2024-12-25 01:26:39.938607,,,2024-12-25 07:15:23.525815,2024-12-25,,profile_completed,2,0,1.4444273908333334,5.812107557777778,,,,
U01247,2024-11-09,organic,mobile,freemium,,,,,2024-11-09,,signup,0,0,,,,,,
U01248,2024-06-18,referral,mobile,free_trial,2024-06-18 00:06:00.000000,2024-06-18 04:56:32.957566,,2024-06-18 04:50:32.957566,2024-06-18,2024-06-24 07:49:14.601101,team_invited,4,0,0.1,4.742488212777778,0.1,146.87823431527778,,
U01249,2024-04-28,organic,mobile,free_trial,2024-04-28 00:06:00.000000,,,,2024-04-28,,email_verified,1,0,0.1,,,,,
U01250,2024-12-22,organic,desktop,freemium,2024-12-22 00:06:00.000000,,,,2024-12-22,,email_verified,1,0,0.1,,,,,
U01251,2024-03-29,organic,mobile,freemium,2024-03-29 03:43:57.277613,,,,2024-03-29,,email_verified,1,0,3.7325771147222224,,,,,
U01252,2024-05-30,paid_search,desktop,free_trial,2024-05-30 00:06:00.000000,2024-06-02 12:04:03.891500,,2024-05-30 00:12:00.000000,2024-05-30,,first_feature_used,3,0,0.1,0.1,83.8677476388889,,,
U01253,2024-01-28,paid_search,mobile,freemium,,,,,2024-01-28,,signup,0,0,,,,,,
U01254,2024-10-16,paid_search,mobile,free_trial,,,,,2024-10-16,,signup,0,0,,,,,,
U01255,2024-08-25,paid_search,desktop,free_trial,2024-08-25 03:07:13.075568,2024-08-27 12:49:26.616478,2024-09-04 19:07:32.272831,2024-08-25 03:13:13.075568,2024-08-25,2024-08-27 12:55:26.616478,paid_conversion,5,1,3.120298768888889,0.1,57.60376136388889,0.1,198.20157120916664,259.1256313419444
U01256,2024-01-31,organic,desktop,freemium,2024-01-31 00:06:00.000000,,,,2024-01-31,,email_verified,1,0,0.1,,,,,
U01257,2024-03-22,organic,desktop,freemium,2024-03-22 00:06:00.000000,,,,2024-03-22,,email_verified,1,0,0.1,,,,,
U01258,2024-07-21,organic,desktop,free_trial,2024-07-21 02:09:33.957710,,,2024-07-21 17:21:04.212871,2024-07-21,,profile_completed,2,0,2.159432697222222,15.191737544722223,,,,
U01259,2024-07-16,referral,desktop,free_trial,2024-07-16 04:12:55.162365,,,2024-07-16 21:16:08.950253,2024-07-16,,profile_completed,2,0,4.215322879166667,17.053829968888888,,,,
U01260,2024-10-19,organic,desktop,free_trial,,,,,2024-10-19,,signup,0,0,,,,,,
U01261,2024-04-07,referral,desktop,free_trial,2024-04-07 02:03:41.373278,2024-04-08 08:17:02.476127,,2024-04-07 10:12:01.682386,2024-04-07,,first_feature_used,3,0,2.0614925772222223,8.138974752222223,22.083553816944445,,,
U01262,2024-12-03,organic,desktop,free_trial,2024-12-03 00:06:00.000000,,,,2024-12-03,,email_verified,1,0,0.1,,,,,
U01263,2024-06-11,organic,desktop,free_trial,2024-06-11 04:16:20.523670,,,,2024-06-11,,email_verified,1,0,4.272367686111111,,,,,
U01264,2024-10-27,organic,mobile,free_trial,2024-10-27 00:06:00.000000,,,,2024-10-27,,email_verified,1,0,0.1,,,,,
U01265,2024-03-28,organic,desktop,freemium,2024-03-28 00:06:00.000000,,,2024-03-28 13:50:42.874041,2024-03-28,,profile_completed,2,0,0.1,13.745242789166667,,,,
U01266,2024-01-14,paid_search,desktop,freemium,,,,,2024-01-14,,signup,0,0,,,,,,
U01267,2024-01-21,paid_search,mobile,freemium,2024-01-21 03:40:53.609833,,,,2024-01-21,,email_verified,1,0,3.6815582869444445,,,,,
U01268,2024-05-16,organic,tablet,free_trial,2024-05-16 00:06:00.000000,2024-05-16 10:29:19.283531,2024-05-16 10:41:19.283531,2024-05-16 10:23:19.283531,2024-05-16,2024-05-16 10:35:19.283531,paid_conversion,5,1,0.1,10.288689869722223,0.1,0.1,0.1,10.688689869722223
U01269,2024-12-13,paid_search,desktop,free_trial,2024-12-13 00:06:00.000000,2024-12-13 00:18:00.000000,,2024-12-13 00:12:00.000000,2024-12-13,,first_feature_used,3,0,0.1,0.1,0.1,,,
U01270,2024-01-18,paid_search,desktop,free_trial,2024-01-18 00:06:22.625349,,,,2024-01-18,,email_verified,1,0,0.10628481916666667,,,,,
U01271,2024-05-14,referral,desktop,freemium,,,,,2024-05-14,,signup,0,0,,,,,,
U01272,2024-02-09,referral,tablet,free_trial,2024-02-09 01:21:16.830078,2024-02-09 13:55:56.566045,,2024-02-09 08:36:02.712220,2024-02-09,,first_feature_used,3,0,1.3546750216666668,7.246078372777777,5.3316260625,,,
U01273,2024-12-06,paid_search,mobile,freemium,2024-12-06 01:48:47.864828,,,2024-12-06 20:50:13.400375,2024-12-06,,profile_completed,2,0,1.8132957855555556,19.023759874166668,,,,
U01274,2024-09-03,referral,mobile,free_trial,2024-09-03 01:22:16.286691,,,,2024-09-03,,email_verified,1,0,1.3711907475,,,,,
U01275,2024-10-05,paid_search,mobile,freemium,2024-10-05 00:06:00.000000,,,2024-10-05 06:12:52.831402,2024-10-05,,profile_completed,2,0,0.1,6.114675389444445,,,,
U01276,2024-09-17,paid_search,desktop,free_trial,,,,,2024-09-17,,signup,0,0,,,,,,
U01277,2024-08-27,paid_search,desktop,free_trial,2024-08-27 00:06:00.000000,2024-08-29 19:39:30.930009,2024-09-12 18:10:10.441471,2024-08-28 06:12:45.092047,2024-08-27,2024-09-02 06:38:59.828029,paid_conversion,5,1,0.1,30.11252556861111,37.446066100555555,82.99136056111112,251.519614845,402.16956707527777
U01278,2024-10-09,organic,mobile,freemium,2024-10-09 02:59:41.586007,,,,2024-10-09,,email_verified,1,0,2.9948850019444446,,,,,
U01279,2024-01-03,paid_search,mobile,free_trial,,,,,2024-01-03,,signup,0,0,,,,,,
U01280,2024-11-11,referral,desktop,freemium,2024-11-11 04:38:15.837102,2024-11-11 23:00:02.393512,,2024-11-11 04:44:15.837102,2024-11-11,2024-11-18 06:20:25.270651,team_invited,4,0,4.637732528333333,0.1,18.262932336111113,151.33968809416666,,
U01281,2024-09-27,organic,desktop,free_trial,2024-09-27 03:31:51.946405,,,,2024-09-27,,email_verified,1,0,3.531096223611111,,,,,
U01282,2024-09-26,referral,desktop,freemium,2024-09-26 01:38:10.450743,,,2024-09-26 03:23:20.760582,2024-09-26,,profile_completed,2,0,1.6362363175,1.7528638441666666,,,,
U01283,2024-05-23,referral,tablet,freemium,2024-05-23 01:37:18.610836,,,2024-05-23 04:48:22.078637,2024-05-23,,profile_completed,2,0,1.6218363433333334,3.184296611388889,,,,
U01284,2024-10-19,organic,desktop,free_trial,2024-10-19 00:06:00.000000,,,2024-10-19 22:28:56.059917,2024-10-19,,profile_completed,2,0,0.1,22.382238865833337,,,,
U01285,2024-05-19,paid_search,mobile,freemium,,,,,2024-05-19,,signup,0,0,,,,,,
U01286,2024-01-18,referral,desktop,freemium,,,,,2024-01-18,,signup,0,0,,,,,,
U01287,2024-11-27,referral,mobile,freemium,,,,,2024-11-27,,signup,0,0,,,,,,
U01288,2024-03-26,organic,mobile,free_trial,2024-03-26 03:55:24.616683,,,,2024-03-26,,email_verified,1,0,3.9235046341666666,,,,,
U01289,2024-02-07,organic,desktop,free_trial,2024-02-07 00:35:28.994284,,,,2024-02-07,,email_verified,1,0,0.591387301111111,,,,,
U01290,2024-08-14,paid_search,mobile,freemium,,,,,2024-08-14,,signup,0,0,,,,,,
U01291,2024-03-26,organic,mobile,free_trial,2024-03-26 02:16:24.707327,,,,2024-03-26,,email_verified,1,0,2.2735298130555557,,,,,
U01292,2024-11-09,organic,mobile,freemium,2024-11-09 00:06:00.000000,,,,2024-11-09,,email_verified,1,0,0.1,,,,,
U01293,2024-06-10,organic,desktop,free_trial,2024-06-10 00:06:00.000000,,,,2024-06-10,,email_verified,1,0,0.1,,,,,
U01294,2024-01-02,organic,mobile,freemium,,,,,2024-01-02,,signup,0,0,,,,,,
U01295,2024-12-13,paid_search,desktop,free_trial,2024-12-13 00:06:00.000000,2024-12-13 23:03:29.950780,,2024-12-13 22:57:29.950780,2024-12-13,,first_feature_used,3,0,0.1,22.85831966111111,0.1,,,
U01296,2024-07-06,paid_search,desktop,freemium,,,,,2024-07-06,,signup,0,0,,,,,,
U01297,2024-04-05,paid_search,desktop,free_trial,2024-04-05 00:06:00.000000,,,2024-04-05 00:12:00.000000,2024-04-05,,profile_completed,2,0,0.1,0.1,,,,
U01298,2024-09-04,paid_search,mobile,free_trial,2024-09-04 00:08:24.366077,,,2024-09-04 00:14:24.366077,2024-09-04,,profile_completed,2,0,0.14010168805555556,0.1,,,,
U01299,2024-07-12,organic,desktop,free_trial,2024-07-12 00:06:00.000000,,,2024-07-12 01:19:01.308626,2024-07-12,,profile_completed,2,0,0.1,1.217030173888889,,,,
U01300,2024-01-11,organic,desktop,freemium,,,,,2024-01-11,,signup,0,0,,,,,,
U01301,2024-10-04,organic,desktop,free_trial,2024-10-04 00:06:00.000000,,,,2024-10-04,,email_verified,1,0,0.1,,,,,
U01302,2024-05-26,organic,desktop,freemium,2024-05-26 03:51:59.212824,,,,2024-05-26,,email_verified,1,0,3.866448006666667,,,,,
U01303,2024-09-12,organic,desktop,free_trial,,,,,2024-09-12,,signup,0,0,,,,,,
U01304,2024-11-22,organic,desktop,freemium,,,,,2024-11-22,,signup,0,0,,,,,,
U01305,2024-08-10,organic,mobile,freemium,,,,,2024-08-10,,signup,0,0,,,,,,
U01306,2024-09-02,organic,desktop,free_trial,2024-09-02 00:06:00.000000,,,2024-09-02 00:12:00.000000,2024-09-02,,profile_completed,2,0,0.1,0.1,,,,
U01307,2024-04-02,paid_search,desktop,free_trial,2024-04-02 02:01:59.904198,,,2024-04-02 02:07:59.904198,2024-04-02,,profile_completed,2,0,2.033306721666667,0.1,,,,
U01308,2024-03-27,paid_search,mobile,free_trial,2024-03-27 01:37:35.875934,2024-03-30 23:26:19.638875,2024-04-02 20:12:08.533745,2024-03-27 03:35:02.464902,2024-03-27,2024-04-02 20:06:08.533745,paid_conversion,5,1,1.6266322038888887,1.9573858244444444,91.85477054805557,68.66358190833333,0.1,164.20237048472222
U01309,2024-05-31,referral,tablet,freemium,,,,,2024-05-31,,signup,0,0,,,,,,
U01310,2024-11-07,paid_search,mobile,freemium,,,,,2024-11-07,,signup,0,0,,,,,,
U01311,2024-07-10,paid_search,mobile,free_trial,2024-07-10 00:06:00.000000,2024-07-10 00:18:00.000000,,2024-07-10 00:12:00.000000,2024-07-10,,first_feature_used,3,0,0.1,0.1,0.1,,,
U01312,2024-05-07,organic,tablet,freemium,,,,,2024-05-07,,signup,0,0,,,,,,
U01313,2024-10-11,paid_search,desktop,freemium,2024-10-11 00:06:00.000000,,,2024-10-11 07:23:08.660618,2024-10-11,,profile_completed,2,0,0.1,7.285739060555556,,,,
U01314,2024-11-07,organic,tablet,freemium,2024-11-07 00:06:00.000000,,,2024-11-07 00:12:00.000000,2024-11-07,,profile_completed,2,0,0.1,0.1,,,,
U01315,2024-11-25,organic,tablet,free_trial,,,,,2024-11-25,,signup,0,0,,,,,,
U01316,2024-04-19,organic,desktop,freemium,2024-04-19 00:06:00.000000,,,,2024-04-19,,email_verified,1,0,0.1,,,,,
U01317,2024-09-16,organic,mobile,free_trial,2024-09-16 00:06:00.000000,,,2024-09-16 14:07:19.122835,2024-09-16,,profile_completed,2,0,0.1,14.021978565277779,,,,
U01318,2024-08-03,organic,mobile,freemium,2024-08-03 03:08:20.152756,,,2024-08-03 11:37:09.307387,2024-08-03,,profile_completed,2,0,3.138931321111111,8.480320730833334,,,,
U01319,2024-06-12,paid_search,mobile,free_trial,2024-06-12 01:44:26.887413,2024-06-14 20:53:21.145495,,2024-06-13 07:07:59.562191,2024-06-12,2024-06-22 14:31:59.560788,team_invited,4,0,1.7408020591666669,29.392409660555554,37.75599536222222,185.64400424805558,,
U01320,2024-05-24,referral,mobile,freemium,,,,,2024-05-24,,signup,0,0,,,,,,
U01321,2024-02-11,paid_search,desktop,freemium,2024-02-11 00:06:00.000000,2024-02-13 09:22:02.241789,,2024-02-11 12:59:36.657920,2024-02-11,,first_feature_used,3,0,0.1,12.89351608888889,44.37377329694444,,,
U01322,2024-04-10,paid_search,desktop,freemium,2024-04-10 00:06:00.000000,,,2024-04-10 00:12:00.000000,2024-04-10,,profile_completed,2,0,0.1,0.1,,,,
U01323,2024-07-19,paid_search,mobile,free_trial,2024-07-19 02:16:59.386901,2024-07-19 02:28:59.386901,,2024-07-19 02:22:59.386901,2024-07-19,,first_feature_used,3,0,2.2831630280555557,0.1,0.1,,,
U01324,2024-11-19,organic,mobile,freemium,,,,,2024-11-19,,signup,0,0,,,,,,
U01325,2024-11-12,paid_search,mobile,free_trial,,,,,2024-11-12,,signup,0,0,,,,,,
U01326,2024-03-09,paid_search,mobile,freemium,2024-03-09 00:26:43.377731,,,,2024-03-09,,email_verified,1,0,0.44538270305555555,,,,,
U01327,2024-09-04,organic,mobile,free_trial,2024-09-04 01:32:39.289100,2024-09-06 02:15:00.551451,,2024-09-05 05:38:51.662643,2024-09-04,2024-09-11 15:52:34.988997,team_invited,4,0,1.5442469722222223,28.103437095277776,20.602469113333335,133.62623265166667,,
U01328,2024-01-31,organic,tablet,freemium,,,,,2024-01-31,,signup,0,0,,,,,,
U01329,2024-09-03,referral,desktop,free_trial,2024-09-03 00:33:47.615475,2024-09-03 20:39:19.007901,,2024-09-03 01:56:20.077277,2024-09-03,,first_feature_used,3,0,0.5632265208333334,1.3756838338888888,18.71636961777778,,,
U01330,2024-05-04,paid_search,tablet,free_trial,,,,,2024-05-04,,signup,0,0,,,,,,
U01331,2024-06-13,paid_search,desktop,free_trial,2024-06-13 01:08:18.980165,2024-06-16 19:33:39.068284,,2024-06-13 01:14:18.980165,2024-06-13,,first_feature_used,3,0,1.1386056013888888,0.1,90.32224669972223,,,
U01332,2024-09-18,paid_search,desktop,free_trial,2024-09-18 01:40:19.513044,,,,2024-09-18,,email_verified,1,0,1.6720869566666667,,,,,
U01333,2024-06-04,organic,desktop,free_trial,,,,,2024-06-04,,signup,0,0,,,,,,
U01334,2024-10-21,paid_search,desktop,freemium,2024-10-21 00:06:00.000000,2024-10-22 18:49:03.235311,,2024-10-21 23:55:06.379546,2024-10-21,2024-10-22 18:55:03.235311,team_invited,4,0,0.1,23.818438762777777,18.89912660138889,0.1,,
U01335,2024-07-13,organic,desktop,freemium,2024-07-13 00:06:00.000000,,,,2024-07-13,,email_verified,1,0,0.1,,,,,
U01336,2024-12-30,organic,desktop,freemium,2024-12-30 00:06:00.000000,,,2024-12-30 00:12:00.000000,2024-12-30,,profile_completed,2,0,0.1,0.1,,,,
U01337,2024-08-20,paid_search,mobile,freemium,2024-08-20 05:30:55.117000,,,2024-08-20 22:29:45.819180,2024-08-20,,profile_completed,2,0,5.515310277777777,16.980750605555556,,,,
U01338,2024-04-18,organic,mobile,free_trial,2024-04-18 00:07:13.104581,,,2024-04-18 12:43:18.354547,2024-04-18,,profile_completed,2,0,0.12030682805555555,12.60145832388889,,,,
U01339,2024-10-09,paid_search,desktop,free_trial,2024-10-09 00:47:44.012590,2024-10-09 02:18:59.152748,2024-10-20 09:13:44.714271,2024-10-09 00:53:44.012590,2024-10-09,2024-10-15 04:56:39.065223,paid_conversion,5,1,0.7955590527777777,0.1,1.420872266111111,146.62775346527778,124.28490251333334,273.2290872975
U01340,2024-05-28,organic,mobile,free_trial,,,,,2024-05-28,,signup,0,0,,,,,,
U01341,2024-07-13,paid_search,desktop,free_trial,2024-07-13 01:56:45.796445,,,2024-07-13 02:02:45.796445,2024-07-13,,profile_completed,2,0,1.9460545680555554,0.1,,,,
U01342,2024-02-19,paid_search,desktop,freemium,2024-02-19 00:06:00.000000,,,,2024-02-19,,email_verified,1,0,0.1,,,,,
U01343,2024-02-13,paid_search,desktop,freemium,2024-02-13 00:06:00.000000,,,2024-02-13 00:12:00.000000,2024-02-13,,profile_completed,2,0,0.1,0.1,,,,
U01344,2024-07-28,paid_search,desktop,freemium,2024-07-28 00:29:03.853860,,,,2024-07-28,,email_verified,1,0,0.48440384999999997,,,,,
U01345,2024-03-09,referral,mobile,freemium,2024-03-09 00:06:00.000000,,,,2024-03-09,,email_verified,1,0,0.1,,,,,
U01346,2024-12-30,paid_search,desktop,free_trial,2024-12-30 00:42:35.024180,2024-12-30 02:02:07.614308,,2024-12-30 01:56:07.614308,2024-12-30,,first_feature_used,3,0,0.7097289388888889,1.22571948,0.1,,,
U01347,2024-11-08,paid_search,mobile,freemium,2024-11-08 00:06:00.000000,,,,2024-11-08,,email_verified,1,0,0.1,,,,,
U01348,2024-09-12,paid_search,desktop,free_trial,2024-09-12 01:36:58.038436,2024-09-12 17:15:11.498737,,2024-09-12 17:09:11.498737,2024-09-12,,first_feature_used,3,0,1.6161217877777778,15.537072305833334,0.1,,,
U01349,2024-09-25,organic,mobile,freemium,,,,,2024-09-25,,signup,0,0,,,,,,
U01350,2024-08-05,organic,tablet,free_trial,,,,,2024-08-05,,signup,0,0,,,,,,
U01351,2024-01-23,organic,desktop,free_trial,,,,,2024-01-23,,signup,0,0,,,,,,
U01352,2024-05-23,organic,desktop,free_trial,2024-05-23 01:04:55.853417,2024-05-23 01:16:55.853417,,2024-05-23 01:10:55.853417,2024-05-23,2024-05-23 06:25:02.982647,team_invited,4,0,1.082181504722222,0.1,0.1,5.135313675,,
U01353,2024-06-29,organic,desktop,free_trial,2024-06-29 00:06:00.000000,,,2024-06-29 00:12:00.000000,2024-06-29,,profile_completed,2,0,0.1,0.1,,,,
U01354,2024-11-30,organic,desktop,free_trial,2024-11-30 00:06:00.000000,2024-12-02 10:29:54.202046,,2024-11-30 00:12:00.000000,2024-11-30,2024-12-05 23:32:54.460592,team_invited,4,0,0.1,0.1,58.29838945722222,85.05007181833334,,
U01355,2024-03-21,paid_search,desktop,free_trial,2024-03-21 01:44:42.261579,2024-03-23 04:17:48.658957,,2024-03-21 05:42:47.474938,2024-03-21,2024-03-23 04:23:48.658957,team_invited,4,0,1.7450726608333333,3.9681148219444444,46.5836622275,0.1,,
U01356,2024-06-30,organic,desktop,freemium,,,,,2024-06-30,,signup,0,0,,,,,,
U01357,2024-05-05,referral,mobile,freemium,2024-05-05 00:06:00.000000,,,,2024-05-05,,email_verified,1,0,0.1,,,,,
U01358,2024-02-19,organic,tablet,free_trial,,,,,2024-02-19,,signup,0,0,,,,,,
U01359,2024-02-07,paid_search,desktop,free_trial,2024-02-07 00:06:00.000000,2024-02-11 02:05:44.307411,2024-02-22 10:13:35.719471,2024-02-07 04:24:21.541567,2024-02-07,2024-02-17 16:14:58.200878,paid_conversion,5,1,0.1,4.305983768611111,93.68965717888888,158.15385929638887,113.97708849805556,370.2265887419444
U01360,2024-05-13,organic,desktop,freemium,2024-05-13 00:43:27.559230,,,,2024-05-13,,email_verified,1,0,0.7243220083333333,,,,,
U01361,2024-01-31,paid_search,desktop,free_trial,2024-01-31 00:06:00.000000,2024-01-31 14:02:23.821986,,2024-01-31 00:12:00.000000,2024-01-31,2024-01-31 14:56:45.224753,team_invited,4,0,0.1,0.1,13.839950551666668,0.9059452130555555,,
U01362,2024-01-25,organic,desktop,freemium,2024-01-25 03:48:45.837990,,,,2024-01-25,,email_verified,1,0,3.812732775,,,,,
U01363,2024-05-08,paid_search,mobile,free_trial,,,,,2024-05-08,,signup,0,0,,,,,,
U01364,2024-03-14,organic,desktop,free_trial,2024-03-14 02:33:45.167229,2024-03-15 16:17:52.756832,,2024-03-14 04:50:02.586737,2024-03-14,2024-03-18 15:30:46.851689,team_invited,4,0,2.5625464525000003,2.271505418888889,35.4639361375,71.21502634916666,,
U01365,2024-07-21,referral,desktop,free_trial,2024-07-21 01:19:39.980185,2024-07-23 04:04:32.410727,,2024-07-21 01:25:39.980185,2024-07-21,2024-07-25 17:31:33.590637,team_invited,4,0,1.3277722736111113,0.1,50.64789737277778,61.45032775277778,,
U01366,2024-01-07,organic,desktop,free_trial,2024-01-07 00:06:00.000000,,,2024-01-07 04:00:35.876025,2024-01-07,,profile_completed,2,0,0.1,3.9099655625,,,,
U01367,2024-04-20,paid_search,desktop,freemium,,,,,2024-04-20,,signup,0,0,,,,,,
U01368,2024-06-14,organic,desktop,freemium,,,,,2024-06-14,,signup,0,0,,,,,,
U01369,2024-12-17,paid_search,desktop,free_trial,2024-12-17 00:06:00.000000,2024-12-23 19:02:51.515219,2025-01-12 06:15:31.818603,2024-12-17 12:08:41.146694,2024-12-17,2025-01-01 10:06:55.486967,paid_conversion,5,1,0.1,12.044762970555556,150.90288014583334,207.06776993,260.1434254544444,630.2588385008333
U01370,2024-08-19,paid_search,mobile,freemium,2024-08-19 00:39:31.284212,2024-08-21 02:59:35.055805,,2024-08-19 02:39:22.522021,2024-08-19,,first_feature_used,3,0,0.6586900588888889,1.9975660580555556,48.33681494,,,
U01371,2024-11-17,organic,desktop,free_trial,2024-11-17 00:58:40.750317,2024-11-19 16:41:21.727911,,2024-11-17 03:29:33.763414,2024-11-17,,first_feature_used,3,0,0.9779861991666666,2.5147258602777773,61.196656804722224,,,
U01372,2024-05-05,organic,mobile,free_trial,2024-05-05 01:27:44.614169,,,,2024-05-05,,email_verified,1,0,1.4623928247222224,,,,,
U01373,2024-06-13,organic,desktop,freemium,,,,,2024-06-13,,signup,0,0,,,,,,
U01374,2024-06-02,organic,mobile,freemium,,,,,2024-06-02,,signup,0,0,,,,,,
U01375,2024-11-19,referral,desktop,free_trial,2024-11-19 00:10:23.354585,2024-11-19 07:18:48.807679,,2024-11-19 07:12:48.807679,2024-11-19,2024-11-28 18:22:14.447094,team_invited,4,0,0.1731540513888889,7.040403637222222,0.1,227.05712205972222,,
U01376,2024-12-16,organic,desktop,free_trial,2024-12-16 00:16:19.483029,,,,2024-12-16,,email_verified,1,0,0.27207861916666665,,,,,
U01377,2024-12-17,organic,mobile,free_trial,,,,,2024-12-17,,signup,0,0,,,,,,
U01378,2024-10-01,referral,mobile,free_trial,2024-10-01 00:06:00.000000,2024-10-01 01:03:36.987472,,2024-10-01 00:57:36.987472,2024-10-01,,first_feature_used,3,0,0.1,0.8602742977777778,0.1,,,
U01379,2024-07-02,organic,desktop,freemium,,,,,2024-07-02,,signup,0,0,,,,,,
U01380,2024-07-16,organic,desktop,free_trial,2024-07-16 01:56:15.021076,2024-07-20 08:26:22.409053,,2024-07-17 04:33:01.084586,2024-07-16,,first_feature_used,3,0,1.9375058544444443,26.612795419444446,75.88925679638889,,,
U01381,2024-12-23,paid_search,mobile,freemium,2024-12-23 00:57:33.201408,,,2024-12-23 01:03:33.201408,2024-12-23,,profile_completed,2,0,0.9592226133333333,0.1,,,,
U01382,2024-04-13,referral,tablet,free_trial,2024-04-13 02:09:54.513164,2024-04-13 21:32:35.088440,,2024-04-13 21:26:35.088440,2024-04-13,,first_feature_used,3,0,2.1651425455555557,19.277937576666666,0.1,,,
U01383,2024-05-06,paid_search,mobile,free_trial,2024-05-06 00:06:00.000000,2024-05-06 09:28:37.979347,,2024-05-06 00:12:00.000000,2024-05-06,,first_feature_used,3,0,0.1,0.1,9.277216485277778,,,
U01384,2024-11-23,paid_search,desktop,free_trial,2024-11-23 01:53:21.385277,,,,2024-11-23,,email_verified,1,0,1.8892736880555556,,,,,
