user_id,stage,timestamp,channel,device,plan,stage_order
U01029,signup,2024-07-25 00:00:00.000000,referral,mobile,freemium,0
U01030,signup,2024-05-01 00:00:00.000000,paid_search,desktop,freemium,0
U01030,email_verified,2024-05-01 00:33:36.848647,paid_search,desktop,freemium,1
U01031,signup,2024-06-26 00:00:00.000000,organic,mobile,freemium,0
U01032,signup,2024-03-04 00:00:00.000000,organic,desktop,free_trial,0
U01032,email_verified,2024-03-04 02:55:15.200586,organic,desktop,free_trial,1
U01032,profile_completed,2024-03-04 04:10:23.123846,organic,desktop,free_trial,2
U01032,first_feature_used,2024-03-06 21:17:10.362014,organic,desktop,free_trial,3
U01033,signup,2024-09-23 00:00:00.000000,paid_search,desktop,free_trial,0
U01033,email_verified,2024-09-23 02:51:02.479625,paid_search,desktop,free_trial,1
U01034,signup,2024-04-24 00:00:00.000000,organic,tablet,freemium,0
U01034,email_verified,2024-04-24 01:13:31.061560,organic,tablet,freemium,1
U01034,profile_completed,2024-04-24 14:48:42.896004,organic,tablet,freemium,2
U01035,signup,2024-01-25 00:00:00.000000,paid_search,mobile,freemium,0
U01036,signup,2024-09-28 00:00:00.000000,paid_search,desktop,free_trial,0
U01036,email_verified,2024-09-28 00:17:48.643802,paid_search,desktop,free_trial,1
U01036,profile_completed,2024-09-28 00:23:48.643802,paid_search,desktop,free_trial,2
U01036,first_feature_used,2024-09-28 00:29:48.643802,paid_search,desktop,free_trial,3
U01036,team_invited,2024-10-10 19:07:32.093132,paid_search,desktop,free_trial,4
U01037,signup,2024-11-25 00:00:00.000000,organic,desktop,freemium,0
U01038,signup,2024-01-06 00:00:00.000000,paid_search,tablet,freemium,0
U01038,email_verified,2024-01-06 02:16:33.129596,paid_search,tablet,freemium,1
U01039,signup,2024-06-08 00:00:00.000000,organic,desktop,free_trial,0
U01039,email_verified,2024-06-08 00:06:00.000000,organic,desktop,free_trial,1
U01039,profile_completed,2024-06-08 13:53:38.855321,organic,desktop,free_trial,2
U01039,first_feature_used,2024-06-08 18:42:37.365746,organic,desktop,free_trial,3
U01040,signup,2024-10-28 00:00:00.000000,organic,desktop,freemium,0
U01041,signup,2024-09-14 00:00:00.000000,referral,desktop,free_trial,0
U01041,email_verified,2024-09-14 00:42:00.220215,referral,desktop,free_trial,1
U01041,profile_completed,2024-09-14 09:19:52.239777,referral,desktop,free_trial,2
U01041,first_feature_used,2024-09-14 09:25:52.239777,referral,desktop,free_trial,3
U01041,team_invited,2024-09-19 04:58:00.372566,referral,desktop,free_trial,4
U01041,paid_conversion,2024-09-28 03:04:46.122291,referral,desktop,free_trial,5
U01042,signup,2024-11-08 00:00:00.000000,paid_search,desktop,freemium,0
U01043,signup,2024-05-31 00:00:00.000000,referral,desktop,free_trial,0
U01043,email_verified,2024-05-31 01:20:41.161146,referral,desktop,free_trial,1
U01043,profile_completed,2024-05-31 01:53:16.757450,referral,desktop,free_trial,2
U01043,first_feature_used,2024-05-31 01:59:16.757450,referral,desktop,free_trial,3
U01044,signup,2024-05-15 00:00:00.000000,organic,tablet,free_trial,0
U01044,email_verified,2024-05-15 00:06:00.000000,organic,tablet,free_trial,1
U01045,signup,2024-09-15 00:00:00.000000,organic,desktop,free_trial,0
U01045,email_verified,2024-09-15 00:06:00.000000,organic,desktop,free_trial,1
U01045,profile_completed,2024-09-15 03:44:10.360064,organic,desktop,free_trial,2
U01046,signup,2024-02-26 00:00:00.000000,paid_search,desktop,freemium,0
U01046,email_verified,2024-02-26 01:47:46.037816,paid_search,desktop,freemium,1
U01047,signup,2024-03-28 00:00:00.000000,paid_search,mobile,freemium,0
U01047,email_verified,2024-03-28 00:06:00.000000,paid_search,mobile,freemium,1
U01048,signup,2024-08-07 00:00:00.000000,referral,desktop,free_trial,0
U01048,email_verified,2024-08-07 01:40:06.024245,referral,desktop,free_trial,1
U01048,profile_completed,2024-08-07 06:19:21.978557,referral,desktop,free_trial,2
U01048,first_feature_used,2024-08-10 01:38:04.400532,referral,desktop,free_trial,3
U01049,signup,2024-08-31 00:00:00.000000,organic,mobile,free_trial,0
U01049,email_verified,2024-08-31 01:12:15.338272,organic,mobile,free_trial,1
U01049,profile_completed,2024-08-31 01:18:15.338272,organic,mobile,free_trial,2
U01049,first_feature_used,2024-09-03 06:37:14.603059,organic,mobile,free_trial,3
U01050,signup,2024-02-13 00:00:00.000000,referral,mobile,free_trial,0
U01050,email_verified,2024-02-13 00:06:00.000000,referral,mobile,free_trial,1
U01051,signup,2024-07-04 00:00:00.000000,referral,mobile,free_trial,0
U01051,email_verified,2024-07-04 00:06:00.000000,referral,mobile,free_trial,1
U01051,profile_completed,2024-07-04 08:13:53.310902,referral,mobile,free_trial,2
U01051,first_feature_used,2024-07-06 19:52:13.057602,referral,mobile,free_trial,3
U01052,signup,2024-05-13 00:00:00.000000,paid_search,mobile,freemium,0
U01053,signup,2024-07-02 00:00:00.000000,organic,mobile,free_trial,0
U01053,email_verified,2024-07-02 02:09:50.540713,organic,mobile,free_trial,1
U01053,profile_completed,2024-07-02 13:29:01.636013,organic,mobile,free_trial,2
U01054,signup,2024-12-15 00:00:00.000000,paid_search,mobile,freemium,0
U01054,email_verified,2024-12-15 00:06:00.000000,paid_search,mobile,freemium,1
U01055,signup,2024-01-28 00:00:00.000000,organic,mobile,freemium,0
U01056,signup,2024-12-29 00:00:00.000000,paid_search,desktop,free_trial,0
U01056,email_verified,2024-12-29 00:06:00.000000,paid_search,desktop,free_trial,1
U01056,profile_completed,2024-12-29 00:12:00.000000,paid_search,desktop,free_trial,2
U01057,signup,2024-06-13 00:00:00.000000,paid_search,mobile,free_trial,0
U01057,email_verified,2024-06-13 01:54:58.892689,paid_search,mobile,free_trial,1
U01057,profile_completed,2024-06-13 02:00:58.892689,paid_search,mobile,free_trial,2
U01058,signup,2024-10-08 00:00:00.000000,referral,mobile,freemium,0
U01059,signup,2024-06-03 00:00:00.000000,paid_search,desktop,freemium,0
U01059,email_verified,2024-06-03 01:14:38.843215,paid_search,desktop,freemium,1
U01059,profile_completed,2024-06-03 01:20:38.843215,paid_search,desktop,freemium,2
U01059,first_feature_used,2024-06-03 01:26:38.843215,paid_search,desktop,freemium,3
U01060,signup,2024-04-23 00:00:00.000000,paid_search,mobile,freemium,0
U01061,signup,2024-10-08 00:00:00.000000,paid_search,desktop,free_trial,0
U01061,email_verified,2024-10-08 02:03:04.560004,paid_search,desktop,free_trial,1
U01061,profile_completed,2024-10-08 02:39:31.637228,paid_search,desktop,free_trial,2
U01062,signup,2024-09-07 00:00:00.000000,paid_search,desktop,free_trial,0
U01062,email_verified,2024-09-07 00:06:00.000000,paid_search,desktop,free_trial,1
U01062,profile_completed,2024-09-07 00:12:00.000000,paid_search,desktop,free_trial,2
U01063,signup,2024-02-22 00:00:00.000000,referral,mobile,freemium,0
U01063,email_verified,2024-02-22 01:12:00.526464,referral,mobile,freemium,1
U01063,profile_completed,2024-02-22 01:18:00.526464,referral,mobile,freemium,2
U01063,first_feature_used,2024-02-22 01:24:00.526464,referral,mobile,freemium,3
U01064,signup,2024-09-14 00:00:00.000000,organic,desktop,free_trial,0
U01064,email_verified,2024-09-14 00:06:00.000000,organic,desktop,free_trial,1
U01064,profile_completed,2024-09-14 00:12:00.000000,organic,desktop,free_trial,2
U01064,first_feature_used,2024-09-14 06:47:57.293481,organic,desktop,free_trial,3
U01064,team_invited,2024-09-19 13:48:58.147892,organic,desktop,free_trial,4
U01064,paid_conversion,2024-09-22 05:09:29.406752,organic,desktop,free_trial,5
U01065,signup,2024-10-01 00:00:00.000000,referral,desktop,freemium,0
U01065,email_verified,2024-10-01 00:06:00.000000,referral,desktop,freemium,1
U01065,profile_completed,2024-10-01 05:54:48.343901,referral,desktop,freemium,2
U01066,signup,2024-05-21 00:00:00.000000,referral,desktop,freemium,0
U01066,email_verified,2024-05-21 00:06:00.000000,referral,desktop,freemium,1
U01067,signup,2024-12-03 00:00:00.000000,referral,mobile,free_trial,0
U01067,email_verified,2024-12-03 01:51:35.331339,referral,mobile,free_trial,1
U01067,profile_completed,2024-12-03 01:57:35.331339,referral,mobile,free_trial,2
U01067,first_feature_used,2024-12-03 02:03:35.331339,referral,mobile,free_trial,3
U01068,signup,2024-08-21 00:00:00.000000,paid_search,desktop,free_trial,0
U01068,email_verified,2024-08-21 00:40:49.567429,paid_search,desktop,free_trial,1
U01068,profile_completed,2024-08-21 17:07:17.533090,paid_search,desktop,free_trial,2
U01068,first_feature_used,2024-08-21 17:13:17.533090,paid_search,desktop,free_trial,3
U01069,signup,2024-05-01 00:00:00.000000,referral,mobile,free_trial,0
U01070,signup,2024-01-04 00:00:00.000000,organic,mobile,freemium,0
U01070,email_verified,2024-01-04 00:06:00.000000,organic,mobile,freemium,1
U01071,signup,2024-09-03 00:00:00.000000,paid_search,mobile,free_trial,0
U01071,email_verified,2024-09-03 00:28:46.729284,paid_search,mobile,free_trial,1
U01072,signup,2024-03-17 00:00:00.000000,organic,tablet,free_trial,0
U01072,email_verified,2024-03-17 00:06:00.000000,organic,tablet,free_trial,1
U01072,profile_completed,2024-03-17 00:12:00.000000,organic,tablet,free_trial,2
U01073,signup,2024-10-03 00:00:00.000000,organic,mobile,freemium,0
U01073,email_verified,2024-10-03 00:06:00.000000,organic,mobile,freemium,1
U01073,profile_completed,2024-10-03 00:12:00.000000,organic,mobile,freemium,2
U01074,signup,2024-07-10 00:00:00.000000,organic,desktop,freemium,0
U01074,email_verified,2024-07-10 00:06:00.000000,organic,desktop,freemium,1
U01074,profile_completed,2024-07-10 00:12:00.000000,organic,desktop,freemium,2
U01074,first_feature_used,2024-07-10 00:18:00.000000,organic,desktop,freemium,3
U01075,signup,2024-06-19 00:00:00.000000,organic,tablet,free_trial,0
U01075,email_verified,2024-06-19 00:06:00.000000,organic,tablet,free_trial,1
U01075,profile_completed,2024-06-19 00:12:00.000000,organic,tablet,free_trial,2
U01076,signup,2024-02-29 00:00:00.000000,organic,desktop,freemium,0
U01077,signup,2024-09-16 00:00:00.000000,referral,desktop,free_trial,0
U01077,email_verified,2024-09-16 02:01:45.922165,referral,desktop,free_trial,1
U01077,profile_completed,2024-09-16 17:58:14.218485,referral,desktop,free_trial,2
U01077,first_feature_used,2024-09-18 09:28:24.474804,referral,desktop,free_trial,3
U01077,team_invited,2024-09-21 23:08:17.737423,referral,desktop,free_trial,4
U01077,paid_conversion,2024-09-28 10:31:39.747089,referral,desktop,free_trial,5
U01078,signup,2024-03-01 00:00:00.000000,organic,desktop,freemium,0
U01078,email_verified,2024-03-01 00:46:33.206039,organic,desktop,freemium,1
U01079,signup,2024-06-01 00:00:00.000000,paid_search,mobile,freemium,0
U01079,email_verified,2024-06-01 00:06:00.000000,paid_search,mobile,freemium,1
U01080,signup,2024-11-01 00:00:00.000000,organic,desktop,free_trial,0
U01080,email_verified,2024-11-01 02:30:10.074378,organic,desktop,free_trial,1
U01080,profile_completed,2024-11-01 05:51:34.127199,organic,desktop,free_trial,2
U01081,signup,2024-12-01 00:00:00.000000,paid_search,desktop,free_trial,0
U01081,email_verified,2024-12-01 02:15:05.723292,paid_search,desktop,free_trial,1
U01081,profile_completed,2024-12-01 02:21:05.723292,paid_search,desktop,free_trial,2
U01081,first_feature_used,2024-12-04 01:53:28.809917,paid_search,desktop,free_trial,3
U01081,team_invited,2024-12-10 19:54:31.680323,paid_search,desktop,free_trial,4
U01081,paid_conversion,2024-12-16 08:17:34.372896,paid_search,desktop,free_trial,5
U01082,signup,2024-12-27 00:00:00.000000,paid_search,desktop,free_trial,0
U01082,email_verified,2024-12-27 00:06:00.000000,paid_search,desktop,free_trial,1
U01083,signup,2024-12-15 00:00:00.000000,organic,desktop,freemium,0
U01083,email_verified,2024-12-15 00:06:00.000000,organic,desktop,freemium,1
U01083,profile_completed,2024-12-15 10:08:09.459125,organic,desktop,freemium,2
U01084,signup,2024-07-21 00:00:00.000000,paid_search,desktop,freemium,0
U01084,email_verified,2024-07-21 02:17:53.342561,paid_search,desktop,freemium,1
U01085,signup,2024-03-14 00:00:00.000000,referral,mobile,free_trial,0
U01085,email_verified,2024-03-14 01:46:54.291066,referral,mobile,free_trial,1
U01085,profile_completed,2024-03-14 01:52:54.291066,referral,mobile,free_trial,2
U01085,first_feature_used,2024-03-15 21:52:33.862035,referral,mobile,free_trial,3
U01086,signup,2024-11-02 00:00:00.000000,referral,desktop,freemium,0
U01086,email_verified,2024-11-02 00:44:02.335018,referral,desktop,freemium,1
U01086,profile_completed,2024-11-02 08:05:09.656466,referral,desktop,freemium,2
U01087,signup,2024-10-19 00:00:00.000000,organic,desktop,free_trial,0
U01087,email_verified,2024-10-19 00:06:00.000000,organic,desktop,free_trial,1
U01087,profile_completed,2024-10-19 19:45:25.180192,organic,desktop,free_trial,2
U01087,first_feature_used,2024-10-22 21:05:58.554679,organic,desktop,free_trial,3
U01087,team_invited,2024-10-24 09:11:09.609399,organic,desktop,free_trial,4
U01088,signup,2024-12-27 00:00:00.000000,paid_search,desktop,freemium,0
U01088,email_verified,2024-12-27 00:06:00.000000,paid_search,desktop,freemium,1
U01089,signup,2024-08-25 00:00:00.000000,paid_search,desktop,freemium,0
U01089,email_verified,2024-08-25 04:34:31.954156,paid_search,desktop,freemium,1
U01089,profile_completed,2024-08-25 13:01:45.419547,paid_search,desktop,freemium,2
U01089,first_feature_used,2024-08-28 03:45:16.796279,paid_search,desktop,freemium,3
U01090,signup,2024-02-21 00:00:00.000000,organic,mobile,free_trial,0
U01090,email_verified,2024-02-21 00:06:00.000000,organic,mobile,free_trial,1
U01091,signup,2024-07-02 00:00:00.000000,referral,desktop,free_trial,0
U01091,email_verified,2024-07-02 04:17:23.795914,referral,desktop,free_trial,1
U01091,profile_completed,2024-07-02 23:14:29.930323,referral,desktop,free_trial,2
U01091,first_feature_used,2024-07-02 23:20:29.930323,referral,desktop,free_trial,3
U01091,team_invited,2024-07-04 19:14:17.686531,referral,desktop,free_trial,4
U01092,signup,2024-06-12 00:00:00.000000,organic,desktop,freemium,0
U01092,email_verified,2024-06-12 00:06:00.000000,organic,desktop,freemium,1
U01092,profile_completed,2024-06-12 16:00:43.119105,organic,desktop,freemium,2
U01092,first_feature_used,2024-06-12 16:06:43.119105,organic,desktop,freemium,3
U01092,team_invited,2024-06-15 06:29:19.108330,organic,desktop,freemium,4
U01092,paid_conversion,2024-06-19 20:16:54.111680,organic,desktop,freemium,5
U01093,signup,2024-11-03 00:00:00.000000,referral,mobile,freemium,0
U01093,email_verified,2024-11-03 02:53:17.682217,referral,mobile,freemium,1
U01093,profile_completed,2024-11-03 19:12:59.935737,referral,mobile,freemium,2
U01094,signup,2024-05-23 00:00:00.000000,organic,desktop,free_trial,0
U01094,email_verified,2024-05-23 01:18:50.375049,organic,desktop,free_trial,1
U01095,signup,2024-04-29 00:00:00.000000,organic,desktop,freemium,0
U01095,email_verified,2024-04-29 02:51:54.628841,organic,desktop,freemium,1
U01096,signup,2024-01-30 00:00:00.000000,referral,mobile,free_trial,0
U01096,email_verified,2024-01-30 00:06:00.000000,referral,mobile,free_trial,1
U01096,profile_completed,2024-01-30 00:12:00.000000,referral,mobile,free_trial,2
U01097,signup,2024-10-31 00:00:00.000000,referral,mobile,free_trial,0
U01097,email_verified,2024-10-31 01:40:52.086063,referral,mobile,free_trial,1
U01097,profile_completed,2024-10-31 14:08:34.786870,referral,mobile,free_trial,2
U01097,first_feature_used,2024-10-31 14:14:34.786870,referral,mobile,free_trial,3
U01098,signup,2024-10-02 00:00:00.000000,referral,mobile,freemium,0
U01099,signup,2024-01-16 00:00:00.000000,referral,desktop,free_trial,0
U01099,email_verified,2024-01-16 00:45:28.733913,referral,desktop,free_trial,1
U01099,profile_completed,2024-01-16 00:51:28.733913,referral,desktop,free_trial,2
U01099,first_feature_used,2024-01-16 17:09:28.200744,referral,desktop,free_trial,3
U01099,team_invited,2024-01-16 17:15:28.200744,referral,desktop,free_trial,4
U01100,signup,2024-06-07 00:00:00.000000,organic,desktop,freemium,0
U01100,email_verified,2024-06-07 00:06:00.000000,organic,desktop,freemium,1
U01100,profile_completed,2024-06-07 00:12:00.000000,organic,desktop,freemium,2
U01100,first_feature_used,2024-06-07 13:34:04.059149,organic,desktop,freemium,3
U01101,signup,2024-06-24 00:00:00.000000,organic,desktop,freemium,0
U01102,signup,2024-06-20 00:00:00.000000,organic,desktop,free_trial,0
U01103,signup,2024-12-01 00:00:00.000000,paid_search,desktop,free_trial,0
U01103,email_verified,2024-12-01 00:35:52.125735,paid_search,desktop,free_trial,1
U01104,signup,2024-02-24 00:00:00.000000,organic,tablet,free_trial,0
U01104,email_verified,2024-02-24 00:06:00.000000,organic,tablet,free_trial,1
U01104,profile_completed,2024-02-24 09:55:18.343001,organic,tablet,free_trial,2
U01105,signup,2024-04-21 00:00:00.000000,referral,mobile,free_trial,0
U01105,email_verified,2024-04-21 00:06:00.000000,referral,mobile,free_trial,1
U01106,signup,2024-03-07 00:00:00.000000,organic,desktop,freemium,0
U01106,email_verified,2024-03-07 02:47:45.954741,organic,desktop,freemium,1
U01106,profile_completed,2024-03-07 02:53:45.954741,organic,desktop,freemium,2
U01107,signup,2024-03-30 00:00:00.000000,organic,desktop,free_trial,0
U01107,email_verified,2024-03-30 00:06:00.000000,organic,desktop,free_trial,1
U01108,signup,2024-11-27 00:00:00.000000,organic,mobile,freemium,0
U01109,signup,2024-12-09 00:00:00.000000,organic,desktop,free_trial,0
U01110,signup,2024-01-17 00:00:00.000000,organic,desktop,free_trial,0
U01111,signup,2024-08-18 00:00:00.000000,paid_search,desktop,freemium,0
U01111,email_verified,2024-08-18 01:32:57.732835,paid_search,desktop,freemium,1
U01111,profile_completed,2024-08-18 04:31:42.733356,paid_search,desktop,freemium,2
U01111,first_feature_used,2024-08-18 18:14:34.406632,paid_search,desktop,freemium,3
U01111,team_invited,2024-08-20 12:32:48.882284,paid_search,desktop,freemium,4
U01112,signup,2024-03-25 00:00:00.000000,organic,mobile,free_trial,0
U01113,signup,2024-03-11 00:00:00.000000,paid_search,mobile,freemium,0
U01114,signup,2024-04-16 00:00:00.000000,referral,desktop,freemium,0
U01114,email_verified,2024-04-16 00:06:00.000000,referral,desktop,freemium,1
U01114,profile_completed,2024-04-16 07:52:28.687167,referral,desktop,freemium,2
U01114,first_feature_used,2024-04-16 07:58:28.687167,referral,desktop,freemium,3
U01115,signup,2024-03-11 00:00:00.000000,paid_search,desktop,freemium,0
U01115,email_verified,2024-03-11 01:54:07.601482,paid_search,desktop,freemium,1
U01116,signup,2024-06-27 00:00:00.000000,paid_search,mobile,free_trial,0
U01116,email_verified,2024-06-27 01:41:48.831424,paid_search,mobile,free_trial,1
U01116,profile_completed,2024-06-27 20:11:32.567508,paid_search,mobile,free_trial,2
U01117,signup,2024-12-29 00:00:00.000000,organic,desktop,free_trial,0
U01117,email_verified,2024-12-29 01:07:31.449707,organic,desktop,free_trial,1
U01117,profile_completed,2024-12-29 01:13:31.449707,organic,desktop,free_trial,2
U01117,first_feature_used,2024-12-29 01:19:31.449707,organic,desktop,free_trial,3
U01118,signup,2024-08-02 00:00:00.000000,organic,mobile,freemium,0
U01119,signup,2024-09-20 00:00:00.000000,organic,desktop,free_trial,0
U01119,email_verified,2024-09-20 00:15:55.839959,organic,desktop,free_trial,1
U01120,signup,2024-06-29 00:00:00.000000,referral,mobile,freemium,0
U01120,email_verified,2024-06-29 00:52:50.663439,referral,mobile,freemium,1
U01120,profile_completed,2024-06-29 11:37:52.424983,referral,mobile,freemium,2
U01120,first_feature_used,2024-06-30 14:51:14.191048,referral,mobile,freemium,3
U01121,signup,2024-01-06 00:00:00.000000,paid_search,tablet,freemium,0
U01121,email_verified,2024-01-06 00:06:00.000000,paid_search,tablet,freemium,1
U01121,profile_completed,2024-01-06 12:20:05.430382,paid_search,tablet,freemium,2
U01122,signup,2024-01-31 00:00:00.000000,organic,mobile,freemium,0
U01122,email_verified,2024-01-31 00:56:38.575385,organic,mobile,freemium,1
U01123,signup,2024-04-08 00:00:00.000000,paid_search,desktop,freemium,0
U01123,email_verified,2024-04-08 00:06:00.000000,paid_search,desktop,freemium,1
U01123,profile_completed,2024-04-08 00:12:00.000000,paid_search,desktop,freemium,2
U01124,signup,2024-03-29 00:00:00.000000,referral,mobile,freemium,0
U01124,email_verified,2024-03-29 01:18:27.429686,referral,mobile,freemium,1
U01125,signup,2024-11-02 00:00:00.000000,paid_search,desktop,free_trial,0
U01125,email_verified,2024-11-02 00:06:00.000000,paid_search,desktop,free_trial,1
U01125,profile_completed,2024-11-02 04:02:25.152842,paid_search,desktop,free_trial,2
U01126,signup,2024-11-03 00:00:00.000000,paid_search,desktop,freemium,0
U01127,signup,2024-11-07 00:00:00.000000,referral,desktop,freemium,0
U01127,email_verified,2024-11-07 00:43:05.846839,referral,desktop,freemium,1
U01128,signup,2024-08-20 00:00:00.000000,paid_search,tablet,free_trial,0
U01128,email_verified,2024-08-20 00:06:00.000000,paid_search,tablet,free_trial,1
U01129,signup,2024-07-22 00:00:00.000000,paid_search,desktop,freemium,0
U01129,email_verified,2024-07-22 00:06:00.000000,paid_search,desktop,freemium,1
U01129,profile_completed,2024-07-22 09:20:17.955198,paid_search,desktop,freemium,2
U01129,first_feature_used,2024-07-26 08:51:29.947942,paid_search,desktop,freemium,3
U01130,signup,2024-08-24 00:00:00.000000,organic,mobile,free_trial,0
U01131,signup,2024-05-28 00:00:00.000000,organic,desktop,free_trial,0
U01131,email_verified,2024-05-28 01:31:48.235619,organic,desktop,free_trial,1
U01131,profile_completed,2024-05-28 14:20:45.314563,organic,desktop,free_trial,2
U01132,signup,2024-09-01 00:00:00.000000,referral,desktop,freemium,0
U01132,email_verified,2024-09-01 03:46:03.983472,referral,desktop,freemium,1
U01133,signup,2024-10-16 00:00:00.000000,paid_search,desktop,freemium,0
U01134,signup,2024-10-05 00:00:00.000000,organic,mobile,free_trial,0
U01135,signup,2024-08-12 00:00:00.000000,paid_search,desktop,freemium,0
U01135,email_verified,2024-08-12 01:46:25.055890,paid_search,desktop,freemium,1
U01135,profile_completed,2024-08-12 20:27:16.921714,paid_search,desktop,freemium,2
U01136,signup,2024-01-22 00:00:00.000000,organic,desktop,free_trial,0
U01136,email_verified,2024-01-22 01:04:50.242933,organic,desktop,free_trial,1
U01136,profile_completed,2024-01-22 15:21:05.798079,organic,desktop,free_trial,2
U01136,first_feature_used,2024-01-25 02:49:54.322470,organic,desktop,free_trial,3
U01136,team_invited,2024-02-01 22:47:58.394522,organic,desktop,free_trial,4
U01137,signup,2024-09-21 00:00:00.000000,referral,desktop,free_trial,0
U01137,email_verified,2024-09-21 04:17:39.772669,referral,desktop,free_trial,1
U01137,profile_completed,2024-09-22 02:13:33.758946,referral,desktop,free_trial,2
U01137,first_feature_used,2024-09-22 02:19:33.758946,referral,desktop,free_trial,3
U01138,signup,2024-05-13 00:00:00.000000,organic,desktop,free_trial,0
U01138,email_verified,2024-05-13 05:12:25.782765,organic,desktop,free_trial,1
U01139,signup,2024-09-28 00:00:00.000000,referral,desktop,freemium,0
U01139,email_verified,2024-09-28 02:59:09.915384,referral,desktop,freemium,1
U01139,profile_completed,2024-09-28 03:05:09.915384,referral,desktop,freemium,2
U01140,signup,2024-07-15 00:00:00.000000,paid_search,desktop,free_trial,0
U01140,email_verified,2024-07-15 00:06:00.000000,paid_search,desktop,free_trial,1
U01140,profile_completed,2024-07-15 00:12:00.000000,paid_search,desktop,free_trial,2
U01140,first_feature_used,2024-07-15 00:18:00.000000,paid_search,desktop,free_trial,3
U01140,team_invited,2024-07-20 21:20:26.367288,paid_search,desktop,free_trial,4
U01141,signup,2024-11-17 00:00:00.000000,organic,desktop,free_trial,0
U01141,email_verified,2024-11-17 05:10:50.730093,organic,desktop,free_trial,1
U01142,signup,2024-05-03 00:00:00.000000,organic,tablet,freemium,0
U01142,email_verified,2024-05-03 02:05:23.979002,organic,tablet,freemium,1
U01143,signup,2024-12-05 00:00:00.000000,referral,desktop,free_trial,0
U01143,email_verified,2024-12-05 00:06:00.000000,referral,desktop,free_trial,1
U01143,profile_completed,2024-12-05 07:23:59.809458,referral,desktop,free_trial,2
U01143,first_feature_used,2024-12-09 10:25:21.963054,referral,desktop,free_trial,3
U01144,signup,2024-11-04 00:00:00.000000,organic,desktop,free_trial,0
U01144,email_verified,2024-11-04 00:30:24.193279,organic,desktop,free_trial,1
U01144,profile_completed,2024-11-05 08:16:50.411239,organic,desktop,free_trial,2
U01144,first_feature_used,2024-11-05 21:46:27.818926,organic,desktop,free_trial,3
U01145,signup,2024-04-30 00:00:00.000000,organic,desktop,free_trial,0
U01145,email_verified,2024-04-30 00:23:02.621261,organic,desktop,free_trial,1
U01146,signup,2024-06-25 00:00:00.000000,paid_search,desktop,freemium,0
U01146,email_verified,2024-06-25 00:06:00.000000,paid_search,desktop,freemium,1
U01146,profile_completed,2024-06-25 06:23:05.161242,paid_search,desktop,freemium,2
U01146,first_feature_used,2024-06-29 13:13:38.985640,paid_search,desktop,freemium,3
U01146,team_invited,2024-07-01 21:34:04.054203,paid_search,desktop,freemium,4
U01147,signup,2024-07-12 00:00:00.000000,organic,mobile,freemium,0
U01148,signup,2024-10-07 00:00:00.000000,organic,desktop,freemium,0
U01148,email_verified,2024-10-07 00:06:00.000000,organic,desktop,freemium,1
U01149,signup,2024-09-08 00:00:00.000000,organic,desktop,free_trial,0
U01149,email_verified,2024-09-08 00:06:00.000000,organic,desktop,free_trial,1
U01149,profile_completed,2024-09-08 00:12:00.000000,organic,desktop,free_trial,2
U01150,signup,2024-11-06 00:00:00.000000,referral,mobile,free_trial,0
U01150,email_verified,2024-11-06 00:06:00.000000,referral,mobile,free_trial,1
U01150,profile_completed,2024-11-06 13:51:35.711911,referral,mobile,free_trial,2
U01150,first_feature_used,2024-11-06 13:57:35.711911,referral,mobile,free_trial,3
U01151,signup,2024-05-15 00:00:00.000000,organic,desktop,freemium,0
U01152,signup,2024-07-03 00:00:00.000000,organic,tablet,free_trial,0
U01152,email_verified,2024-07-03 00:20:22.421950,organic,tablet,free_trial,1
U01152,profile_completed,2024-07-03 06:49:18.900649,organic,tablet,free_trial,2
U01153,signup,2024-06-06 00:00:00.000000,organic,tablet,free_trial,0
U01153,email_verified,2024-06-06 00:07:49.654352,organic,tablet,free_trial,1
U01153,profile_completed,2024-06-06 00:13:49.654352,organic,tablet,free_trial,2
U01154,signup,2024-11-27 00:00:00.000000,organic,desktop,free_trial,0
U01154,email_verified,2024-11-27 00:06:00.000000,organic,desktop,free_trial,1
U01154,profile_completed,2024-11-27 00:12:00.000000,organic,desktop,free_trial,2
U01155,signup,2024-04-21 00:00:00.000000,organic,desktop,free_trial,0
U01155,email_verified,2024-04-21 00:06:00.000000,organic,desktop,free_trial,1
U01155,profile_completed,2024-04-21 00:12:00.000000,organic,desktop,free_trial,2
U01156,signup,2024-08-02 00:00:00.000000,organic,desktop,free_trial,0
U01156,email_verified,2024-08-02 00:06:00.000000,organic,desktop,free_trial,1
U01156,profile_completed,2024-08-02 00:12:00.000000,organic,desktop,free_trial,2
U01156,first_feature_used,2024-08-05 00:37:11.001530,organic,desktop,free_trial,3
U01157,signup,2024-02-13 00:00:00.000000,organic,desktop,freemium,0
U01157,email_verified,2024-02-13 00:06:00.000000,organic,desktop,freemium,1
U01157,profile_completed,2024-02-14 14:44:06.970069,organic,desktop,freemium,2
U01157,first_feature_used,2024-02-16 05:03:11.164952,organic,desktop,freemium,3
U01158,signup,2024-11-06 00:00:00.000000,organic,desktop,free_trial,0
U01158,email_verified,2024-11-06 02:07:34.551702,organic,desktop,free_trial,1
U01158,profile_completed,2024-11-06 02:13:34.551702,organic,desktop,free_trial,2
U01158,first_feature_used,2024-11-07 14:40:02.062203,organic,desktop,free_trial,3
